,1,1:0.52076 2:0.922222 3:0.212121 5:0.223514 6:0.391176 7:0.740157 8:0.874016 9:0.681102 10:0.177471 13:1 47:1
1349,1,1:0.566783 2:0.633333 3:0.0909091 4:0.327845 5:0.325581 6:0.623718 7:0.830709 8:0.968504 9:0.677165 10:0.267531 11:1 26:1
1350,0,1:0.522261 3:0.0757576 4:0.0959198 5:0.248062 6:0.262049 7:0.834646 8:0.905512 9:0.614173 10:0.203959 13:1 46:1
1351,0,1:0.229115 2:0.0944444 3:0.378788 4:0.173228 5:0.326873 6:0.180413 7:0.814961 8:0.69685 9:0.370079 10:0.138436 14:1 24:1
1352,0,1:0.118059 2:0.113889 3:0.318182 5:0.223514 6:0.0359702 7:0.854331 8:0.740157 9:0.38189 10:0.119755 14:1 15:1
1353,0,1:0.092046 2:0.927778 3:0.409091 4:0.0479599 5:0.273902 6:0.0448223 7:0.586614 8:0.76378 9:0.700787 10:0.0754217 14:1 24:1
1354,0,1:0.507754 2:0.322222 3:0.272727 4:0.10952 5:0.245478 6:0.33427 7:0.976378 8:0.866142 9:0.370079 10:0.0786282 13:1 27:1
1355,1,1:0.407204 2:0.075 3:0.348485 4:0.0214746 5:0.237726 6:0.156386 7:0.80315 8:0.720472 9:0.417323 10:0.250941 11:1 34:1
1356,0,1:0.435218 2:0.075 3:0.106061 4:0.27917 5:0.262274 6:0.0126458 7:0.858268 8:0.885827 9:0.566929 10:0.108741 13:1 25:1
1357,1,1:0.532766 2:0.122222 3:0.393939 4:0.18325 5:0.361757 6:0.0834621 7:0.850394 8:0.685039 9:0.311024 10:0.0939635 13:1 47:1
1358,1,1:0.568284 2:0.183333 3:0.0909091 4:0.176807 5:0.24031 6:0.670226 7:0.893701 8:0.893701 9:0.531496 10:0.714624 11:1 43:1
1359,1,1:0.601801 2:0.913889 3:0.0151515 5:0.223514 6:0.538148 7:0.846457 8:0.933071 9:0.625984 10:0.0676147 11:1 34:1
1360,0,1:0.310655 2:0.0555556 3:0.257576 4:0.395132 5:0.339793 6:0.155965 7:0.814961 8:0.799213 9:0.507874 10:0.0627353 14:1 20:1
1361,1,1:0.698849 2:0.863889 3:0.0757576 4:0.32713 5:0.363049 6:0.172966 7:0.807087 8:0.929134 9:0.669291 10:0.290395 11:1 43:1
1362,1,1:0.656328 2:0.597222 3:0.19697 4:0.357194 5:0.344961 6:0.831952 7:0.814961 8:0.992126 9:0.704724 10:0.330685 11:1 44:1
1363,0,1:0.263632 2:0.213889 3:0.212121 5:0.223514 6:0.128425 7:0.933071 8:0.84252 9:0.413386 10:0.133417 14:1 20:1
1364,1,1:0.657329 2:0.161111 3:0.242424 4:0.151754 5:0.255814 6:0.776029 7:0.905512 8:0.811024 9:0.409449 10:0.320647 11:1 43:1
1365,0,1:0.183092 2:0.333333 3:0.5 4:0.0608447 5:0.271318 6:0.235914 7:1 8:0.755906 9:0.145669 10:0.0083647 14:1 17:1
1366,1,1:0.581291 2:0.411111 3:0.227273 4:0.151754 5:0.276486 6:0.167767 7:0.940945 8:0.933071 9:0.488189 10:0.334867 11:1 43:1
1367,1,1:0.50025 2:0.0583333 3:0.30303 4:0.154617 5:0.325581 6:0.438527 7:0.799213 8:0.759843 9:0.476378 10:0.0731911 13:1 46:1
1368,0,1:0.242621 2:0.302778 3:0.166667 4:0.0680029 5:0.271318 6:0.148518 7:0.940945 8:0.897638 9:0.468504 10:0.141085 14:1 17:1
1369,1,1:0.666833 2:0.0805556 3:0.181818 4:0.661417 5:0.354005 6:0.418013 7:0.850394 8:0.84252 9:0.523622 10:0.345044 13:1 46:1
1370,0,1:0.197099 2:0.152778 3:0.121212 5:0.223514 6:0.189406 7:0.885827 8:0.88189 9:0.523622 10:0.0730517 14:1 28:1
1371,0,1:0.268634 2:0.00833333 3:0.257576 4:0.154617 5:0.317829 6:0.132359 7:0.767717 8:0.811024 9:0.574803 10:0.0970305 14:1 24:1
1372,0,1:0.253127 2:0.683333 3:0.409091 4:0.14388 5:0.333333 6:0.0747506 7:0.614173 8:0.980315 9:0.877953 10:0.256378 14:1 18:1
1373,0,1:0.237619 2:0.952778 3:0.212121 4:0.0214746 5:0.229974 6:0.198539 7:0.748031 8:0.858268 9:0.649606 10:0.04266 14:1 30:1
1374,0,1:0.254127 2:0.363889 3:0.30303 4:0.0959198 5:0.268734 6:0.0587326 7:0.976378 8:0.885827 9:0.377953 10:0.17998 14:1 15:1
1375,0,1:0.177589 2:0.608333 3:0.0909091 5:0.223514 6:0.156808 7:0.838583 8:0.968504 9:0.669291 10:0.038617 14:1 15:1
1376,0,1:0.202101 2:0.866667 3:0.5 4:0.193271 5:0.242894 6:0.145005 7:0.448819 8:0.767717 9:0.830709 10:0.126028 14:1 24:1
1377,1,1:0.463232 2:0.0166667 3:0.151515 5:0.223514 6:0.418997 7:0.818898 8:0.874016 9:0.590551 10:0.0373623 13:1 47:1
1378,1,1:0.547274 2:0.766667 3:0.181818 4:0.319256 5:0.410853 6:0.229029 7:0.744094 8:0.952756 9:0.759843 10:0.17064 13:1 45:1
1379,0,1:0.229615 2:0.0555556 3:0.287879 5:0.223514 6:0.125755 7:0.80315 8:0.775591 9:0.492126 10:0.140248 14:1 24:1
1380,0,1:0.217109 2:0.361111 3:0.409091 4:0.0479599 5:0.263566 6:0.184066 7:0.992126 8:0.838583 9:0.271654 10:0.0811376 14:1 17:1
1381,1,1:0.431716 2:0.0222222 3:0.287879 4:0.0959198 5:0.245478 6:0.032036 7:0.76378 8:0.779528 9:0.53937 10:0.362192 11:1 38:1
1382,1,1:0.43972 2:0.294444 3:0.181818 4:0.231926 5:0.364341 6:0.121399 7:0.948819 8:0.885827 9:0.440945 10:0.138993 13:1 47:1
1383,0,1:0.165083 2:0.916667 3:0.257576 4:0.0608447 5:0.24031 6:0.165238 7:0.700787 8:0.858268 9:0.700787 10:0.158093 14:1 24:1
1384,1,1:0.504752 2:0.522222 3:0.030303 4:0.0773085 5:0.241602 6:0.367571 7:0.862205 8:0.944882 9:0.61811 10:0.344347 11:1 43:1
1385,0,1:0.211106 2:0.230556 3:0.121212 5:0.223514 6:0.032036 7:0.909449 8:0.893701 9:0.503937 10:0.0586923 14:1 25:1
1386,0,1:0.273137 2:0.361111 3:0.227273 4:0.287759 5:0.427649 6:0.159337 7:0.956693 8:0.909449 9:0.444882 10:0.159766 14:1 16:1
1387,0,1:0.66083 2:0.0805556 3:0.378788 4:0.429492 5:0.46124 6:0.0991991 7:0.799213 8:0.700787 9:0.393701 10:0.268228 11:1 44:1
1388,1,1:0.410205 2:0.105556 3:0.121212 4:0.19184 5:0.251938 6:0.0434172 7:0.866142 8:0.874016 9:0.535433 10:0.125471 13:1 25:1
1389,0,1:0.263132 2:0.247222 3:0.318182 4:0.121689 5:0.326873 6:0.158775 7:0.968504 8:0.795276 9:0.295276 10:0.17064 14:1 20:1
1390,1,1:0.493247 2:0.591667 3:0.363636 4:0.287759 5:0.394057 6:0.0774203 7:0.751969 8:1 9:0.744094 10:0.269204 13:1 18:1
1391,0,1:0.281641 2:0.713889 3:0.166667 4:0.163207 5:0.286822 6:0.0928762 7:0.759843 8:0.972441 9:0.755906 10:0.189739 14:1 24:1
1392,0,1:0.167584 2:0.866667 3:0.484848 4:0.107373 5:0.359173 6:0.0893635 7:0.464567 8:0.775591 9:0.826772 10:0.125749 14:1 24:1
1393,0,1:0.176588 2:0.680556 3:0.151515 5:0.223514 6:0.16018 7:0.787402 8:0.976378 9:0.732283 10:0.0685905 14:1 15:1
1394,1,1:0.464232 2:0.266667 3:0.5 4:0.0887616 5:0.293282 6:0.3094 7:0.988189 8:0.677165 9:0.0826772 10:0.05451 13:1 27:1
1395,0,1:0.198599 2:0.85 3:0.454545 4:0.182534 5:0.23385 6:0.117184 7:0.488189 8:0.814961 9:0.850394 10:0.138575 14:1 24:1
1396,1,1:0.543772 2:0.977778 3:0.212121 4:0.121689 5:0.268734 6:0.603906 7:0.767717 8:0.850394 9:0.622047 10:0.327896 11:1 44:1
1397,0,1:0.201601 2:0.125 3:0.0606061 5:0.223514 6:0.178586 7:0.870079 8:0.909449 9:0.574803 10:0.0842047 14:1 17:1
1398,0,1:0.1991 2:0.394444 3:0.439394 4:0.0909091 5:0.321705 6:0.167065 7:0.972441 8:0.862205 9:0.314961 10:0.154189 14:1 17:1
1399,0,1:0.48074 2:0.113889 3:0.0757576 4:0.0300644 5:0.223514 6:0.188563 7:0.870079 8:0.897638 9:0.562992 10:0.135508 13:1 37:1
1400,1,1:0.673837 2:0.725 3:0.0757576 4:0.319256 5:0.268734 6:0.840242 7:0.822835 8:0.952756 9:0.677165 10:0.292486 11:1 36:1
1401,0,1:0.208604 2:0.905556 3:0.272727 5:0.223514 6:0.159899 7:0.685039 8:0.858268 9:0.720472 10:0.0461453 14:1 15:1
1402,0,1:0.27914 2:0.461111 3:0.227273 4:0.421618 5:0.413437 6:0.102009 7:0.913386 8:0.96063 9:0.547244 10:0.134672 14:1 17:1
1403,1,1:0.488744 2:0.125 3:0.181818 4:0.499642 5:0.351421 6:0.434172 7:0.877953 8:0.84252 9:0.484252 10:0.217064 13:1 46:1
1404,0,1:0.70035 2:0.952778 3:0.136364 4:0.173228 5:0.315245 6:0.207953 7:0.795276 8:0.889764 9:0.641732 10:0.400669 11:1 53:1
1405,0,1:0.291646 2:0.836111 3:0.318182 4:0.231926 5:0.21447 6:0.134888 7:0.622047 8:0.889764 9:0.811024 10:0.0132441 14:1 24:1
1406,0,1:0.173587 2:0.236111 3:0.212121 4:0.0429492 5:0.236434 6:0.104679 7:0.940945 8:0.850394 9:0.409449 10:0.216088 14:1 17:1
1407,0,1:0.304652 2:0.952778 3:0.30303 4:0.333572 5:0.383721 6:0.126458 7:0.692913 8:0.807087 9:0.653543 10:0.206608 14:1 20:1
1408,0,1:0.215608 2:0.694444 3:0.242424 4:0.163207 5:0.297158 6:0.231839 7:0.720472 8:0.984252 9:0.80315 10:0.114875 14:1 16:1
1409,0,1:0.257629 2:0.116667 3:0.19697 4:0.0680029 5:0.242894 6:0.172264 7:0.874016 8:0.834646 9:0.484252 10:0.0921511 14:1 20:1
1410,0,1:0.186093 2:0.241667 3:0.121212 5:0.223514 6:0.188563 7:0.913386 8:0.893701 9:0.5 10:0.0823923 14:1 16:1
1411,0,1:0.308654 2:0.469444 3:0.030303 4:0.3801 5:0.378553 6:0.122945 7:0.870079 8:0.944882 9:0.610236 10:0.192667 14:1 20:1
1412,1,1:0.436218 2:0.175 3:0.181818 4:0.279885 5:0.322997 6:0.334692 7:0.905512 8:0.846457 9:0.456693 10:0.296389 13:1 46:1
1413,0,1:0.238619 2:0.00277778 3:0.136364 4:0.0300644 5:0.23385 6:0.0470704 7:0.814961 8:0.877953 9:0.602362 10:0.18946 14:1 24:1
1414,0,1:0.168084 2:0.525 3:0.0454545 4:0.0214746 5:0.202842 6:0.212871 7:0.862205 8:0.948819 9:0.622047 10:0.124355 14:1 31:1
1415,0,1:0.265633 2:0.180556 3:0.0606061 5:0.223514 6:0.119011 7:0.877953 8:0.909449 9:0.562992 10:0.142758 14:1 20:1
1416,0,1:0.215108 2:0.930556 3:0.333333 4:0.0858984 5:0.281654 6:0.177743 7:0.645669 8:0.80315 9:0.692913 10:0.0632929 14:1 24:1
1417,0,1:0.62081 2:0.861111 3:0.242424 4:0.367215 5:0.297158 6:0.217648 7:0.692913 8:0.897638 9:0.751969 10:0.440402 11:1 43:1
1418,1,1:0.452226 2:0.991667 3:0.348485 4:0.14388 5:0.308786 6:0.383308 7:0.69685 8:0.755906 9:0.57874 10:0.283285 11:1 43:1
1419,1,1:0.48074 2:0.805556 3:0.484848 4:0.0887616 5:0.313953 6:0.16566 7:0.456693 8:0.850394 9:0.913386 10:0.186393 13:1 27:1
1420,0,1:0.167084 2:0.105556 3:0.363636 5:0.223514 6:0.188001 7:0.830709 8:0.704724 9:0.358268 10:0.130908 14:1 31:1
1421,1,1:0.475238 2:0.175 3:0.121212 4:0.327845 5:0.270026 6:0.316285 7:0.897638 8:0.877953 9:0.503937 10:0.346577 11:1 26:1
1422,0,1:0.643322 2:0.9 3:0.590909 4:0.23622 5:0.416021 6:0.0722214 7:0.38189 8:0.661417 9:0.767717 10:0.290534 11:1 44:1
1423,0,1:0.217109 2:0.4 3:0.333333 4:0.0214746 5:0.235142 6:0.204019 7:0.96063 8:0.905512 9:0.409449 10:0.10665 14:1 17:1
1424,0,1:0.178589 2:0.791667 3:0.378788 4:0.107373 5:0.325581 6:0.164114 7:0.566929 8:0.905512 9:0.877953 10:0.101771 14:1 24:1
1425,0,1:0.627814 2:0.841667 3:0.212121 4:0.339298 5:0.284238 6:0.228467 7:0.708661 8:0.913386 9:0.759843 10:0.446954 11:1 43:1
1426,1,1:0.662331 2:0.0777778 3:0.121212 4:0.236936 5:0.184755 6:0.414782 7:0.854331 8:0.877953 9:0.555118 10:0.183326 11:1 43:1
1427,1,1:0.57979 2:0.0416667 3:0.0757576 4:0.214746 5:0.232558 6:0.388085 7:0.850394 8:0.905512 9:0.598425 10:0.171895 11:1 37:1
1428,0,1:0.197599 2:0.983333 3:0.393939 4:0.0214746 5:0.236434 6:0.128003 7:0.661417 8:0.732283 9:0.586614 10:0.164366 14:1 24:1
1429,1,1:0.655828 2:0.963889 3:0.166667 4:0.0773085 5:0.245478 6:0.16861 7:0.779528 8:0.874016 9:0.637795 10:0.323156 11:1 43:1
1430,1,1:0.394197 2:0.166667 3:0.0757576 4:0.0644238 5:0.229974 6:0.016861 7:0.88189 8:0.901575 9:0.551181 10:0.0917329 13:1 31:1
1431,0,1:0.249125 2:0.872222 3:0.287879 4:0.0479599 5:0.249354 6:0.19882 7:0.65748 8:0.874016 9:0.76378 10:0.0649658 14:1 24:1
1432,1,1:0.475738 2:0.116667 3:0.212121 4:0.214746 5:0.306202 6:0.234087 7:0.874016 8:0.822835 9:0.472441 10:0.365259 11:1 43:1
1433,0,1:0.213107 2:0.386111 3:0.242424 4:0.137437 5:0.355297 6:0.170577 7:0.952756 8:0.917323 9:0.452756 10:0.152238 14:1 17:1
1434,0,1:0.207104 2:0.475 3:0.242424 4:0.0959198 5:0.258398 6:0.237038 7:0.901575 8:0.964567 9:0.559055 10:0.117245 14:1 16:1
1435,1,1:0.582791 2:0.375 3:0.136364 4:0.503221 5:0.5 6:0.101307 7:0.925197 8:0.929134 9:0.523622 10:0.175101 11:1 43:1
1436,1,1:0.56078 2:0.916667 3:0.121212 4:0.0959198 5:0.249354 6:0.130673 7:0.791339 8:0.909449 9:0.665354 10:0.0177053 13:1 46:1
1437,1,1:0.703352 2:0.916667 3:0.257576 4:0.405154 5:0.440568 6:0.468877 7:0.69685 8:0.854331 9:0.700787 10:0.480413 13:1 54:1
1438,1,1:0.562281 2:0.825 3:0.166667 4:0.510379 5:0.157623 6:0.216805 7:0.748031 8:0.933071 9:0.732283 10:0.279242 13:1 45:1
1439,0,1:0.275138 2:0.177778 3:0.30303 5:0.223514 6:0.0928762 7:0.92126 8:0.771654 9:0.338583 10:0.167294 14:1 24:1
1440,0,1:0.289145 2:0.925 3:0.257576 4:0.182534 5:0.312661 6:0.152733 7:0.704724 8:0.850394 9:0.688976 10:0.115712 14:1 24:1
1441,1,1:0.54027 2:0.380556 3:0.121212 4:0.0608447 5:0.228682 6:0.285092 7:0.917323 8:0.933071 9:0.535433 10:0.41712 13:1 37:1
1442,0,1:0.228114 2:0.708333 3:0.318182 4:0.19184 5:0.30491 6:0.24027 7:0.653543 8:0.976378 9:0.854331 10:0.125749 14:1 16:1
1443,0,1:0.464232 2:0.302778 3:0.242424 4:0.0680029 5:0.25323 6:0.289448 7:0.968504 8:0.866142 9:0.385827 10:0.139272 13:1 27:1
1444,1,1:0.37919 2:0.0416667 3:0.212121 4:0.0214746 5:0.223514 6:0.23212 7:0.814961 8:0.830709 9:0.547244 10:0.192806 11:1 43:1
1445,0,1:0.217609 2:0.330556 3:0.484848 4:0.0773085 5:0.29199 6:0.0567655 7:1 8:0.767717 9:0.165354 10:0.263209 14:1 17:1
1446,1,1:0.571286 2:0.0472222 3:0.0909091 4:0.23121 5:0.27907 6:0.552058 7:0.846457 8:0.897638 9:0.590551 10:0.191133 11:1 43:1
1447,1,1:0.710355 2:0.172222 3:0.121212 4:0.0479599 5:0.22739 6:0.692286 7:0.893701 8:0.877953 9:0.511811 10:0.05688 11:1 52:1
1448,0,1:0.233617 2:0.388889 3:0.363636 4:0.150322 5:0.333333 6:0.0269777 7:0.972441 8:0.885827 9:0.362205 10:0.238394 14:1 17:1
1449,0,1:0.495748 2:0.997222 3:0.181818 4:0.0214746 5:0.228682 6:0.222706 7:0.795276 8:0.858268 9:0.602362 10:0.165482 13:1 45:1
1450,0,1:0.149075 2:0.0222222 3:0.106061 4:0.0214746 5:0.223514 6:0.156667 7:0.834646 8:0.893701 9:0.598425 10:0.119755 14:1 31:1
1451,0,1:0.307154 2:0.772222 3:0.287879 4:0.151754 5:0.262274 6:0.0463679 7:0.653543 8:0.944882 9:0.834646 10:0.254566 14:1 24:1
1452,0,1:0.692846 2:0.133333 3:0.409091 4:0.429492 5:0.271318 6:0.124772 7:0.862205 8:0.673228 9:0.279528 10:0.278545 11:1 53:1
1453,0,1:0.231616 2:0.780556 3:0.257576 4:0.19184 5:0.341085 6:0.231839 7:0.669291 8:0.940945 9:0.818898 10:0.117803 14:1 16:1
1454,0,1:0.517759 2:0.991667 3:0.151515 4:0.0214746 5:0.223514 6:0.109597 7:0.807087 8:0.874016 9:0.610236 10:0.376551 11:1 36:1
1455,0,1:0.295148 2:0.833333 3:0.30303 4:0.128848 5:0.315245 6:0.0879584 7:0.629921 8:0.893701 9:0.811024 10:0.059947 14:1 24:1
1456,0,1:0.590295 2:0.891667 3:0.439394 4:0.167502 5:0.222222 6:0.257271 7:0.531496 8:0.783465 9:0.775591 10:0.481946 11:1 36:1
1457,1,1:0.681341 2:0.269444 3:0.348485 4:0.0887616 5:0.294574 6:0.205564 7:0.984252 8:0.791339 9:0.267717 10:0.193085 11:1 43:1
1458,1,1:0.591796 2:0.761111 3:0.121212 4:0.14388 5:0.245478 6:0.784881 7:0.787402 8:0.952756 9:0.716535 10:0.283842 11:1 36:1
1459,0,1:0.532266 2:0.558333 3:0.19697 4:0.257695 5:0.333333 6:0.115077 7:0.84252 8:0.988189 9:0.665354 10:0.305033 13:1 47:1
1460,0,1:0.206603 2:0.588889 3:0.318182 4:0.151754 5:0.342377 6:0.162006 7:0.779528 8:1 9:0.728346 10:0.161439 14:1 17:1
1461,0,1:0.315158 2:0.713889 3:0.348485 4:0.182534 5:0.319121 6:0.0810735 7:0.629921 8:0.968504 9:0.866142 10:0.0460059 14:1 24:1
1462,1,1:0.364682 2:0.422222 3:0.151515 4:0.130279 5:0.284238 6:0.0389209 7:0.917323 8:0.944882 9:0.543307 10:0.230587 11:1 44:1
1463,0,1:0.098049 2:0.125 3:0.166667 5:0.223514 6:0.0549389 7:0.877953 8:0.854331 9:0.5 10:0.0920117 14:1 24:1
1464,0,1:0.0890445 2:0.158333 3:0.484848 4:0.0214746 5:0.245478 6:0.032036 7:0.877953 8:0.610236 9:0.161417 10:0.0674753 14:1 24:1
1465,1,1:0.715358 5:0.223514 6:0.670648 7:0.858268 8:0.937008 9:0.614173 10:0.0638506 11:1 43:1
1466,0,1:0.253127 2:0.236111 3:0.287879 4:0.18325 5:0.378553 6:0.179711 7:0.96063 8:0.80315 9:0.322835 10:0.173986 14:1 16:1
1467,0,1:0.202601 2:0.369444 3:0.348485 4:0.125268 5:0.328165 6:0.191092 7:0.980315 8:0.874016 9:0.346457 10:0.131326 14:1 17:1
1468,0,1:0.223612 2:0.375 3:0.318182 4:0.0214746 5:0.223514 6:0.147534 7:0.972441 8:0.889764 9:0.377953 10:0.138575 14:1 17:1
1469,0,1:0.153077 2:0.183333 3:0.0757576 4:0.0214746 5:0.20155 6:0.18519 7:0.885827 8:0.905512 9:0.555118 10:0.136484 14:1 18:1
1470,1,1:0.327164 2:0.797222 3:0.151515 4:0.0608447 5:0.229974 6:0.128003 7:0.759843 8:0.944882 9:0.73622 10:0.143733 14:1 20:1
1471,0,1:0.30065 2:0.483333 3:0.181818 4:0.287759 5:0.357881 6:0.11873 7:0.893701 8:0.968504 9:0.590551 10:0.17287 14:1 20:1
1472,0,1:0.518759 2:0.475 3:0.0757576 4:0.0429492 5:0.229974 6:0.24322 7:0.877953 8:0.952756 9:0.606299 10:0.210093 13:1 46:1
1473,0,1:0.166583 2:0.888889 3:0.166667 4:0.0608447 5:0.237726 6:0.153435 7:0.755906 8:0.905512 9:0.69685 10:0.169803 14:1 24:1
1474,1,1:0.34017 2:0.0666667 3:0.0909091 4:0.0858984 5:0.219638 6:0.0626669 7:0.854331 8:0.889764 9:0.574803 10:0.168409 11:1 23:1
1475,0,1:0.335668 2:0.875 3:0.227273 4:0.204009 5:0.351421 6:0.16566 7:0.708661 8:0.893701 9:0.73622 10:0.0730517 14:1 20:1
1476,0,1:0.145573 2:0.977778 3:0.393939 4:0.0300644 5:0.239018 6:0.185893 7:0.653543 8:0.73622 9:0.598425 10:0.177471 14:1 31:1
1477,0,1:0.287144 2:0.536111 3:0.181818 4:0.0644238 5:0.223514 6:0.0674441 7:0.858268 8:0.984252 9:0.645669 10:0.194061 14:1 20:1
1478,0,1:0.189095 2:0.955556 3:0.348485 4:0.0608447 5:0.27261 6:0.188141 7:0.665354 8:0.783465 9:0.649606 10:0.0917329 14:1 24:1
1479,1,1:0.525263 2:0.2 3:0.0757576 4:0.231926 5:0.229974 6:0.639876 7:0.889764 8:0.905512 9:0.543307 10:0.697895 11:1 33:1
1480,0,1:0.172586 2:0.305556 3:0.181818 4:0.0214746 5:0.226098 6:0.194604 7:0.948819 8:0.889764 9:0.440945 10:0.103583 14:1 31:1
1481,0,1:0.207604 2:0.763889 3:0.257576 4:0.107373 5:0.264858 6:0.234228 7:0.677165 8:0.952756 9:0.818898 10:0.113202 14:1 16:1
1482,1,1:0.667334 2:0.780556 3:0.227273 4:0.231926 5:0.319121 6:0.477448 7:0.69685 8:0.944882 9:0.799213 10:0.242437 13:1 45:1
1483,1,1:0.485243 2:0.697222 3:0.257576 4:0.26199 5:0.370801 6:0.0626669 7:0.708661 8:0.984252 9:0.811024 10:0.276314 13:1 24:1
1484,0,1:0.689345 2:0.333333 3:0.545455 4:0.251253 5:0.276486 6:0.439371 7:0.996063 8:0.728346 9:0.102362 10:0.413356 11:1 53:1
1485,0,1:0.273137 2:0.833333 3:0.393939 4:0.171797 5:0.351421 6:0.167908 7:0.551181 8:0.862205 9:0.850394 10:0.192806 14:1 24:1
1486,0,1:0.296648 2:0.925 3:0.287879 4:0.0858984 5:0.255814 6:0.04145 7:0.685039 8:0.838583 9:0.692913 10:0.16339 14:1 24:1
1487,1,1:0.50025 2:0.861111 3:0.242424 4:0.528275 5:0.387597 6:0.0210763 7:0.688976 8:0.897638 9:0.755906 10:0.221665 13:1 24:1
1488,0,1:0.161581 2:0.0194444 3:0.227273 5:0.223514 6:0.189406 7:0.787402 8:0.818898 9:0.562992 10:0.0953576 14:1 24:1
1489,1,1:0.537269 2:0.836111 3:0.0454545 4:0.339298 5:0.286822 6:0.195588 7:0.830709 8:0.937008 9:0.649606 10:0.173568 13:1 46:1
1490,1,1:0.508754 2:0.872222 3:0.393939 4:0.211167 5:0.379845 6:0.526345 7:0.559055 8:0.826772 9:0.799213 10:0.149728 11:1 43:1
1491,0,1:0.272636 2:0.263889 3:0.166667 4:0.279885 5:0.241602 6:0.13812 7:0.937008 8:0.877953 9:0.448819 10:0.137181 14:1 16:1
1492,0,1:0.243122 2:0.0833333 3:0.378788 4:0.176807 5:0.354005 6:0.19615 7:0.799213 8:0.692913 9:0.385827 10:0.0833682 14:1 24:1
1493,0,1:0.286143 2:0.269444 3:0.181818 4:0.0214746 5:0.232558 6:0.126739 7:0.944882 8:0.874016 9:0.433071 10:0.176495 14:1 20:1
1494,1,1:0.467734 2:0.497222 3:0.30303 4:0.0887616 5:0.260982 6:0.369397 7:0.88189 8:0.972441 9:0.57874 10:0.335703 11:1 44:1
1495,0,1:0.216608 2:0.244444 3:0.212121 4:0.0214746 5:0.229974 6:0.0658986 7:0.944882 8:0.854331 9:0.413386 10:0.111529 14:1 18:1
1496,0,1:0.231616 2:0.966667 3:0.378788 4:0.228346 5:0.385013 6:0.158775 7:0.645669 8:0.748031 9:0.61811 10:0.124216 14:1 24:1
1497,0,1:0.190595 2:0.169444 3:0.030303 5:0.223514 6:0.225095 7:0.870079 8:0.92126 9:0.586614 10:0.112645 14:1 31:1
1498,0,1:0.234617 2:0.186111 3:0.181818 4:0.242663 5:0.410853 6:0.188282 7:0.913386 8:0.846457 9:0.444882 10:0.1422 14:1 20:1
1499,0,1:0.157079 2:0.0694444 3:0.318182 5:0.223514 6:0.223409 7:0.807087 8:0.744094 9:0.448819 10:0.024397 14:1 28:1
1500,1,1:0.57929 2:0.0472222 3:0.166667 4:0.0773085 5:0.241602 6:0.54419 7:0.830709 8:0.858268 9:0.559055 10:0.323017 11:1 43:1
1501,0,1:0.14057 2:0.736111 3:0.19697 4:0.0214746 5:0.229974 6:0.122805 7:0.73622 8:0.968504 9:0.775591 10:0.206608 14:1 31:1
1502,1,1:0.521761 2:0.0333333 3:0.333333 4:0.0909091 5:0.25323 6:0.36195 7:0.755906 8:0.748031 9:0.503937 10:0.162415 13:1 47:1
1503,1,1:0.417209 2:0.0138889 3:0.181818 4:0.0858984 5:0.223514 6:0.116341 7:0.807087 8:0.854331 9:0.586614 10:0.192806 11:1 26:1
1504,0,1:0.302151 2:0.725 3:0.287879 4:0.0909091 5:0.290698 6:0.197555 7:0.665354 8:0.968504 9:0.838583 10:0.083647 14:1 24:1
1505,1,1:0.622811 2:0.138889 3:0.166667 4:0.107373 5:0.237726 6:0.731347 7:0.885827 8:0.846457 9:0.484252 10:0.122961 11:1 43:1
1506,1,1:0.396198 2:0.65 3:0.454545 4:0.0608447 5:0.267442 6:0.0658986 7:0.614173 8:0.984252 9:0.858268 10:0.199498 13:1 27:1
1507,1,1:0.444222 2:0.0111111 3:0.19697 4:0.0680029 5:0.239018 6:0.0680062 7:0.795276 8:0.84252 9:0.582677 10:0.327199 11:1 38:1
1508,0,1:0.253627 2:0.0611111 3:0.469697 4:0.171797 5:0.347545 6:0.108051 7:0.728346 8:0.625984 9:0.374016 10:0.0970305 14:1 24:1
1509,0,1:0.296148 2:0.238889 3:0.106061 4:0.136006 5:0.26615 6:0.115077 7:0.905512 8:0.901575 9:0.519685 10:0.156978 14:1 20:1
1510,0,1:0.190095 2:0.425 3:0.30303 5:0.223514 6:0.098356 7:0.944882 8:0.929134 9:0.456693 10:0.0655235 14:1 18:1
1511,0,1:0.217109 2:0.958333 3:0.515152 4:0.0909091 5:0.275194 6:0.177884 7:0.535433 8:0.65748 9:0.61811 10:0.0811376 14:1 24:1
1512,0,1:0.487744 2:0.388889 3:0.242424 4:0.0644238 5:0.250646 6:0.320219 7:0.952756 8:0.917323 9:0.452756 10:0.144431 13:1 27:1
1513,0,1:0.156578 2:0.725 3:0.272727 4:0.0214746 5:0.236434 6:0.167908 7:0.677165 8:0.972441 9:0.830709 10:0.112645 14:1 24:1
1514,0,1:0.191096 2:0.344444 3:0.363636 4:0.0300644 5:0.244186 6:0.0701138 7:0.992126 8:0.846457 9:0.30315 10:0.251777 14:1 17:1
1515,0,1:0.70085 2:0.213889 3:0.136364 4:0.107373 5:0.21447 6:0.517353 7:0.913386 8:0.877953 9:0.480315 10:0.542451 11:1 52:1
1516,1,1:0.584292 2:0.602778 3:0.257576 4:0.501074 5:0.387597 6:0.821132 7:0.791339 8:1 9:0.728346 10:0.55918 11:1 43:1
